token1	token2	token3	weight
عوي	ەندى	ساعان	42
عوي	ەندى	قايتىپ	42
عوي	راحىمەت	جانىم	9
عوي	راحىمەت	ساعان	12
عوي	راحىمەت	سىزگە	9
عوي	ماقۇل	جارايدى	8
عوي	ماقۇل	جانىم	9
عوي	ماقۇل	وندا	10
عوي	الىپ	ال	5
عوي	وندا	جانىم	11
عوي	وندا	مەن	18
عوي	وندا	جاقسى	16
عوي	وندا	بولدى	25
عوي	وندا	سول	26
عوي	وندا	سەن	30
عوي	وندا	ەندى	31
عوي	وندا	مەندە	30
عوي	وندا	ول	31
عوي	وندا	ساعان	28
عوي	كەل	دەپ	4
عوي	كەلىپ	الىپ	10
عوي	يا	جانىم	8
عوي	يا	دەپ	17
عوي	ەر	ادام	4
عوي	ەرتەڭ	بىر	17
عوي	ەرتەڭ	تاعى	16
عوي	ەرتەڭ	تاڭەرتەڭ	14
عوي	ەرتەڭ	كەشتە	16
عوي	ادام	جوق	14
عوي	ادام	دەگەن	14
عوي	ادام	ەمەس	15
عوي	ادام	كوپ	14
عوي	ادام	بولعان	16
عوي	بۇگىن	بىر	11
عوي	بۇگىن	تاعى	17
عوي	مەندە	بىر	18
عوي	مەندە	سول	15
عوي	مەندە	ەندى	22
عوي	مەندە	ساعان	20
عوي	مەندە	سەنى	19
عوي	سودان	مەن	19
عوي	سودان	ايتىپ	17
عوي	سودان	كەيىن	10
عوي	سودان	بەرى	19
عوي	سودان	ايتقانىم	16
عوي	ماعان	بىر	17
عوي	ماعان	سەن	17
عوي	ماعان	نەگە	18
عوي	ماعان	قاراعاندا	17
عوي	ماعان	جانىم	19
عوي	ماعان	نە	20
عوي	ماعان	رەنجىپ	20
عوي	بارى	جاقسى	9
عوي	بارى	بىر	10
عوي	ەكى	ادام	19
عوي	ەكى	اي	23
عوي	ەكى	كۇن	11
عوي	ەكى	ۇش	11
عوي	ەكى	جۇز	25
عوي	ەكى	جىل	19
عوي	ەكى	رەت	26
عوي	ەكى	بالا	26
عوي	ەكى	ساعات	27
عوي	مەنى	جاقسى	17
عوي	مەنى	بىر	19
عوي	مەنى	نەگە	17
عوي	مەنى	نە	19
عوي	مەنىڭ	جانىم	13
عوي	مەنىڭ	جۇرەگىم	15
عوي	قاي	كۇنى	7
عوي	قاي	جەردە	13
عوي	قاي	جەردەن	18
عوي	قاي	ۋاقىتتا	16
عوي	قاي	جەر	19
عوي	قاي	جەرگە	19
عوي	بولادى	ەكەن	6
عوي	نەگە	سويلەمەيسىڭ	15
عوي	نەگە	ۇيتىپ	16
عوي	ول	بىر	26
عوي	ول	نە	33
عوي	ول	قالاي	32
عوي	ول	كۇنى	23
عوي	ول	كەزدە	13
عوي	ول	بالا	40
عوي	ول	جەردە	33
عوي	ول	كىسى	20
عوي	ول	كسى	17
عوي	ول	جاعىن	20
عوي	ول	ەندى	40
عوي	ول	ادام	38
عوي	ول	قايدا	39
عوي	ول	كىم	37
عوي	ول	جەرگە	38
عوي	قايدا	جۇرسىڭ	13
عوي	قايدا	بارادى	14
عوي	قايدا	كەتتىڭ	17
عوي	سەنى	جانىم	16
عوي	سەنى	جاقسى	14
عوي	سەنى	ويلاپ	15
عوي	سەنى	ساعىنىپ	19
عوي	سەنى	توسىپ	16
عوي	سەنى	مەن	26
عوي	سەنى	بىر	25
عوي	سەنى	ماڭگى	23
عوي	سەنى	ىزدەپ	23
عوي	ساعان	جانىم	15
عوي	ساعان	مەن	20
عوي	ساعان	بىر	23
عوي	ساعان	نە	16
عوي	ساعان	دەگەن	22
عوي	ساعان	قاراپ	19
عوي	وسى	كەزدە	10
عوي	وسى	جەردە	17
عوي	وسى	جولى	11
عوي	وسى	بىر	25
عوي	وسى	جەرگە	26
عوي	وسى	ايدا	28
عوي	جارايدى	جاقسى	10
عوي	جارايدى	ەكەن	10
عوي	جارايدى	وندا	13
عوي	تاماق	ىشىپ	13
عوي	تاماق	ءىشىپ	7
عوي	تاماق	جاساپ	13
عوي	دەيدى	عوي	5
عوي	ۇيگە	كەلىپ	9
عوي	ۇيگە	بارىپ	10
عوي	تەلەفون	ۇرىپ	12
عوي	تەلەفون	سوعىپ	14
عوي	تەلەفون	ۇرسام	13
عوي	تەلەفون	الماي	15
عوي	اي	سايىن	4
عوي	كۇن	ىستىق	8
عوي	دوسىم	اۋ	14
عوي	كىم	بار	17
عوي	كىم	بىلەدى	6
عوي	كىم	كىم	16
عوي	كىم	بولسادا	15
عوي	امان	بولسىن	10
عوي	امان	ەسەن	6
عوي	امانشىلىق	بولسا	1
عوي	تاڭ	اتقانشا	3
عوي	اق	جول	3
عوي	اقشا	جوق	7
عوي	اقشا	تاۋىپ	15
عوي	يە	جانىم	5
عوي	ونى	ايتتىڭ	13
عوي	ونى	مەن	18
عوي	ونى	نەگە	18
عوي	ونى	بىلەم	17
عوي	بىراق	مەن	12
عوي	بىراق	سول	15
عوي	بىراق	سەن	12
عوي	ۇزىڭ	نەعىپ	8
عوي	ۇزىڭ	بىل	13
عوي	ۇزىڭ	بىلەسىڭ	11
عوي	قاشان	بولسادا	10
عوي	قاشان	كەلەسىڭ	9
عوي	قاربالاس	بولىپ	3
عوي	قاربالاس	پا	11
عوي	قويشى	بولدى	4
عوي	تاعى	بىر	6
عوي	تاعى	ءبىر	11
عوي	كوپ	بولدى	9
عوي	تاڭەرتەڭ	ەرتە	4
عوي	قۇتتى	بولسىن	1
عوي	بىراز	كۇن	11
عوي	بىراز	تۇرىپ	12
عوي	بىراز	ۋاقىت	12
عوي	بىراز	كۇننەن	14
عوي	مىنا	جەردە	14
عوي	مىنا	كىسى	15
عوي	نەدەگەن	جاقسى	14
عوي	نەدەگەن	تەز	12
عوي	نەدەگەن	كوپ	14
عوي	قانداي	ەكەن	12
عوي	قانداي	ادام	11
عوي	قانداي	جاقسى	13
عوي	قانداي	ەكەنىن	12
عوي	شاي	ىشىپ	7
عوي	شاي	ءىشىپ	6
عوي	باس	امان	6
عوي	باسقا	نە	13
عوي	باسقا	ادام	15
عوي	باسقا	ەشتەڭە	18
عوي	باسقا	بىرەۋ	15
عوي	باسقا	ويىم	17
عوي	باسقا	كىم	19
عوي	راس	ايتام	7
عوي	از	بولسادا	10
عوي	از	تۇرىپ	13
عوي	كەشە	كەشتە	13
عوي	كەشە	تۇندە	13
عوي	قايتا	قايتا	2
عوي	انا	كۇنى	14
عوي	انا	كىسى	14
عوي	انا	كەزدە	16
عوي	ۇيقتاپ	قالدىڭبا	7
عوي	ۇيقتاپ	قالىپپىن	8
عوي	جول	بولسىن	2
عوي	ۇش	كۇن	9
عوي	ۇش	جىل	14
عوي	سوندا	مەن	11
عوي	سوندا	نە	16
عوي	سوندا	سەن	17
عوي	سوندا	مەنى	18
عوي	جۇمىس	جوق	12
عوي	جۇمىس	ىستەپ	7
عوي	وزىڭ	نەعىپ	12
عوي	وزىڭ	بىلەسىڭ	9
عوي	وزىڭ	بىل	11
عوي	ايتەۋ	مەن	15
عوي	ايتەۋ	بىر	12
عوي	تەز	جازىلىپ	1
عوي	تۇن	تىنىشتىعىن	3
عوي	وعان	بولا	15
عوي	وعان	نەگە	16
عوي	وعان	امال	15
عوي	وعان	قاراعاندا	9
عوي	سونى	ايتىپ	14
عوي	سونى	ايتام	15
عوي	سونى	جولداپ	15
عوي	سەندە	بىر	10
عوي	بارا	المايمىن	8
عوي	ۇيات	بولدى	5
عوي	ۇيات	قوي	15
عوي	ۇيات	بولادى	15
عوي	ۇيات	اي	16
عوي	ۇيات	ەمەسپە	16
عوي	قيىن	بولدى	3
عوي	دۇرىس	ايتاسىڭ	1
عوي	ايتا	بەر	7
عوي	دەيمىن	عوي	35
عوي	دەيمىن	جانىم	15
عوي	دەيمىن	مەن	27
عوي	دەيمىن	دەپ	35
عوي	دەيمىن	جوق	52
عوي	دەيمىن	بىر	35
عوي	دەيمىن	سول	34
عوي	دەيمىن	سەن	47
عوي	دەيمىن	ەندى	41
عوي	دەيمىن	يا	13
عوي	دەيمىن	ەرتەڭ	44
عوي	دەيمىن	بۇگىن	41
عوي	دەيمىن	مەندە	47
عوي	دەيمىن	سودان	54
عوي	دەيمىن	ماعان	52
عوي	دەيمىن	ەكى	56
عوي	دەيمىن	ول	46
عوي	دەيمىن	ساعان	52
عوي	دەيمىن	وسى	16
عوي	دەيمىن	دەيدى	48
عوي	دەيمىن	دوسىم	53
عوي	دەيمىن	يە	33
عوي	دەيمىن	ايتەۋ	36
عوي	دەيمىن	اسىلى	39
عوي	دەيمىن	ءاسىلى	42
عوي	دەيمىن	مەنى	56
عوي	دەيمىن	كەشە	53
عوي	دەيمىن	بىلمەيمىن	54
عوي	ۋاقىت	جوق	8
عوي	ۋاقىت	شىعارىپ	10
عوي	ەشتەڭە	جوق	12
عوي	ەشتەڭە	ەتپەيدى	4
عوي	ۇلكەن	كىسى	10
عوي	ۇلكەن	كىسىلەر	8
عوي	اس	بولسىن	1
عوي	بۇل	قالاي	15
عوي	بۇل	جەردە	12
عوي	ودا	نە	5
عوي	ودا	تۇرعان	9
عوي	ودان	كەيىن	8
عوي	ودان	بەرى	13
عوي	ودان	باسقا	13
عوي	ودان	ارتىق	12
عوي	قىز	بالا	2
عوي	جامان	قىز	7
عوي	قايدان	بىلەيىن	3
عوي	توي	جاساپ	10
عوي	توي	قۇتتى	11
عوي	توي	جاساعان	16
عوي	جاي	بولىپ	3
عوي	اينالايىن	جانىم	7
عوي	اينالايىن	سول	13
عوي	اينالايىن	تاتتىم	12
عوي	اينالايىن	اۋ	14
عوي	شارشاپ	كەتتىم	9
عوي	شىن	بولسا	6
عوي	تۇستەن	كەيىن	1
عوي	امال	جوق	2
عوي	امال	نە	19
عوي	امال	قانشا	14
عوي	امال	بار	29
عوي	اڭگىمە	ايتىپ	4
عوي	قايسى	كۇنى	2
عوي	دەدىم	عوي	3
عوي	جاس	بالا	5
عوي	تاتتى	قىز	2
عوي	تاتتىم	سول	6
عوي	تاتتىم	مەنىڭ	11
عوي	تاتتىم	ماڭگى	9
عوي	قاتە	تۇسىنىپ	5
عوي	قاتە	تۇسىنبە	14
عوي	ساعىنىپ	كەتتىم	2
عوي	قالىڭ	كيىنىپ	7
عوي	قايتەم	ەندى	3
عوي	قايتەم	دەشى	11
عوي	دەن	ساۋ	3
عوي	ەرتەرەك	دەمال	4
عوي	باسىم	اۋىرىپ	5
عوي	باسىم	بوس	8
عوي	ونىڭ	نە	15
عوي	ونىڭ	ۇستىنە	5
عوي	ونىڭ	بارىن	14
عوي	نەشە	كۇن	7
عوي	نەشە	جىل	13
عوي	نەشە	رەت	13
عوي	نەشە	كۇننەن	11
عوي	وڭاي	ەمەس	1
عوي	مەنەن	باسقا	7
عوي	اراق	ىشىپ	5
عوي	جارىم	ساعات	9
عوي	جارىم	تۇندە	9
عوي	اياق	استىنان	2
عوي	شىركىن	جانىم	9
عوي	شىركىن	اي	5
عوي	بارعان	سوڭ	5
عوي	بارعان	سايىن	6
عوي	سەنەن	باسقا	3
عوي	قولايسىز	بولىپ	4
عوي	قالجىڭ	عوي	1
عوي	دەيسىڭ	عوي	9
عوي	دەيسىڭ	جانىم	7
عوي	اقىرىن	اقىرىن	1
عوي	ۇمىتىپ	قالدىڭبا	10
عوي	ۇمىتىپ	قالىپپىن	9
عوي	ۇمىتىپ	كەتىپپىن	7
عوي	كەشكە	دەيىن	2
عوي	رەنجىپ	قالدىڭبا	6
عوي	رەنجىپ	قالما	8
عوي	ايەل	ادام	4
عوي	اناۋ	كۇنى	3
عوي	نەسى	بار	3
عوي	ماس	بولىپ	4
عوي	ۇتىرىك	ايتىپ	5
عوي	وتىرىك	ايتىپ	4
عوي	ەشكىم	جوق	2
عوي	ەلدىڭ	بارى	5
عوي	بىلىپ	تۇرىپ	6
عوي	بىلىپ	تۇرمىن	7
عوي	ەشتەمە	ەتپەيدى	4
عوي	قۇدا	بالا	2
عوي	قۇداي	ساقتاسىن	3
عوي	جاقىن	جەر	5
عوي	بىلەسىڭ	عوي	1
عوي	ارى	بەرى	2
عوي	كۇندىز	تۇنى	2
عوي	مۇمكىن	ەمەس	1
عوي	التىنىم	سول	5
عوي	رەنجىمە	بولاما	6
عوي	بەت	جوق	1
عوي	بۇدان	كەيىن	2
عوي	اندا	ساندا	3
عوي	اندا	مۇندا	9
عوي	تەزىرەك	ساقايىپ	3
عوي	سەننەن	باسقا	1
عوي	انە	كۇنى	3
عوي	دەگەنىم	عوي	1
عوي	قايتەمىز	ەندى	2
عوي	مەيلى	ەدى	5
عوي	مالعا	قاراپ	1
عوي	وڭباعان	سول	1
عوي	دەيىم	يا	1
عوي	الدىڭعى	جولى	3
عوي	سۇيكىمدى	جانىم	1
عوي	قۇلىنىم	سول	1
عوي	ماۋباس	سول	1
عوي	الاڭسىز	بول	2
عوي	شارشادىڭ	عوي	1
عوي	باعانادان	بەرى	1
عوي	كەشەدەن	بەرى	1
عوي	ساعاندا	وڭاي	1
عوي	انەۋ	كۇنى	2
عوي	دەيسىڭبە	جانىم	1
عوي	تانام	سول	1
جا	بولدى	ەندى	10
جا	بولدى	وندا	7
جان	جان	جان	1
جان	جوق	ەكەن	13
جان	جوق	بولىپ	8
جان	جوق	قوي	12
جان	نەعىپ	جاتىرسىڭ	8
جان	نەعىپ	جاتسىڭ	4
جان	دوسىم	جامۇقا	13
جان	دوسىم	جان	14
جان	دوسىم	سول	13
جان	دوسىم	مەنىڭ	8
جان	امان	بولسا	5
جان	امان	ەسەن	8
جان	امانشىلىق	پا	1
جان	كەرەك	قوي	9
جان	بالا	شاعا	1
جان	ۇيا	مەيىر	1
جان	جۇرەگىم	سول	12
جان	جۇرەگىم	مەنىڭ	4
جان	جۇرەگىم	تاتتىم	14
جان	باعا	الماي	4
جان	جارىم	مەنىڭ	9
جان	جارىم	سۇيىكتىم	5
جان	باعىپ	جۇرگەن	14
جان	باعىپ	وتىرعان	14
جان	جاقتان	اقشا	10
جان	جاقتى	تازالاپ	1
جان	باعام	دەپ	1
جان	باققان	زامان	5
جان	باعۋ	قيىن	8
جان	باعۋ	ۇشىن	10
جان	باعۋ	وڭاي	10
جان	باعامىز	دەپ	3
جان	اشىر	جاقىندارىم	3
جان	ۇياڭ	باقىتتى	3
جان	باعىس	ۇشىن	8
جان	باعىس	دەپ	10
جان	ۇيالارىڭ	باقىتتى	3
جان	ۇيالارىڭ	باقتتى	9
جان	ۇياڭمەن	ماڭگى	9
جان	ۇياڭمەن	باقىتتى	4
جان	تاپتىرماي	جاتىر	2
جانى	جانناتتا	بولسىن	5
جانى	جانناتتا	توپىراعى	6
جانى	جانناتتا	يمانى	30
جانى	جاناتتا	بولسىن	4
جانى	جاناتتا	توپىراعى	9
جانى	اشىمايدى	ەكەن	2
جانى	اشيتىن	ادام	2
جانىم	جانىم	جانىم	2
جانىم	جانىم	دەپ	58
جانىم	جانىم	سول	18
جانىم	جانىم	مەنىڭ	34
جانىم	جانىم	اينالايىن	55
جانىم	جانىم	جۇرەگىم	62
جانىم	جانىم	تاتتىم	66
جانىم	جانىم	سەنى	85
جانىم	جانىم	سۇيەم	89
جانىم	جانىم	كەمپىرىم	81
جانىم	جانىم	سۇيگەن	77
جانىم	جانىم	دەيىنبە	85
جانىم	سالەم	قابىل	6
جانىم	سالەم	الىپ	8
جانىم	مەن	عوي	57
جانىم	مەن	بىر	32
جانىم	مەن	سول	42
جانىم	مەن	بار	37
جانىم	مەن	سەن	45
جانىم	مەن	ەندى	20
جانىم	مەن	كەلىپ	49
جانىم	مەن	ەرتەڭ	48
جانىم	مەن	بۇگىن	39
جانىم	مەن	سەنى	15
جانىم	مەن	ساعان	19
جانىم	مەن	تاماق	49
جانىم	مەن	ۇيدە	54
جانىم	مەن	ۇيگە	33
جانىم	مەن	قاربالاس	39
جانىم	مەن	بىراز	37
جانىم	مەن	سەنىڭ	44
جانىم	مەن	ازىر	48
جانىم	مەن	ۇيقتاپ	55
جانىم	مەن	كەتتىم	57
جانىم	مەن	قاتتى	58
جانىم	مەن	جاڭە	58
جانىم	مەن	ۇشىن	28
جانىم	مەن	ماڭگى	59
جانىم	مەن	ونداي	49
جانىم	مەن	دەم	58
جانىم	مەن	بارمىن	45
جانىم	مەن	سەنەن	52
جانىم	مەن	جۇمىسقا	59
جانىم	مەن	ۇيقتادىم	29
جانىم	مەن	جاتتىم	59
جانىم	مەن	ۇيىقتادىم	47
جانىم	مەن	دەمالدىم	41
جانىم	مەن	بارعانشا	62
جانىم	مەن	نە	61
جانىم	مەن	الى	61
جانىم	مەن	بارىپ	56
جانىم	مەن	وسى	65
جانىم	مەن	راس	66
جانىم	مەن	كەشە	67
جانىم	مەن	قايتىپ	66
جانىم	مەن	شاي	65
جانىم	مەن	بارا	62
جانىم	مەن	جاڭا	59
جانىم	مەن	بارايىن	62
جانىم	مەن	ۇيىقتاپ	63
جانىم	مەن	بارعاندا	61
جانىم	مەن	ماس	65
جانىم	مەن	ۇيقتاي	60
جانىم	مەن	ءازىر	66
جانىم	مەن	ۇيقتايىن	62
جانىم	دەپ	بىر	28
جانىم	دەپ	قوي	38
جانىم	دەپ	نەگە	33
جانىم	دەپ	ايت	26
جانىم	دەپ	ايتىپ	19
جانىم	دەپ	قويشى	20
جانىم	دەپ	ايتا	27
جانىم	دەپ	ايتشى	29
جانىم	دەپ	جازىپ	30
جانىم	دەپ	ايتپا	19
جانىم	دەپ	ايتساڭ	31
جانىم	دەپ	ايتسام	37
جانىم	دەپ	ايتپاشى	41
جانىم	جوق	بولىپ	5
جانىم	جوق	بولسا	19
جانىم	جوق	بوپ	12
جانىم	جوق	بولدىڭ	17
جانىم	جاقسى	عوي	58
جانىم	جاقسى	بولدى	34
جانىم	جاقسى	ەكەن	63
جانىم	جاقسى	بولىپ	23
جانىم	جاقسى	امانشىلىق	36
جانىم	جاقسى	ۇزىڭ	56
جانىم	جاقسى	ۇيقتا	50
جانىم	جاقسى	ۇيقتاپ	39
جانىم	جاقسى	بوپ	57
جانىم	جاقسى	تۇس	8
جانىم	جاقسى	جاتىپ	19
جانىم	جاقسى	بولىپتى	33
جانىم	جاقسى	ويناپ	20
جانىم	جاقسى	بولساڭ	56
جانىم	جاقسى	بوپتى	45
