token1	token2	token3	weight
عوي	ەندى	قايتەمىز	19
عوي	ەندى	قايتەمىن	26
عوي	راحىمەت	جانىم	5
عوي	راحىمەت	ساعان	10
عوي	راحىمەت	سىزگە	9
عوي	ماقۇل	جارايدى	1
عوي	الىپ	ال	1
عوي	وندا	جانىم	6
عوي	وندا	مەن	12
عوي	وندا	جاقسى	13
عوي	وندا	بولدى	14
عوي	وندا	ەرتەڭ	16
عوي	وندا	نەگە	16
عوي	كەل	دەپ	1
عوي	كەلىپ	الىپ	1
عوي	يا	جانىم	4
عوي	يا	دەپ	11
عوي	يا	وندا	11
عوي	ەر	ادام	1
عوي	ەرتەڭ	بىر	10
عوي	ەرتەڭ	تاعى	9
عوي	ەرتەڭ	تاڭەرتەڭ	9
عوي	ەرتەڭ	كەشتە	10
عوي	ادام	جوق	12
عوي	ادام	دەگەن	9
عوي	ادام	ەمەس	10
عوي	ادام	كوپ	12
عوي	ادام	بولعان	11
عوي	بۇگىن	بىر	3
عوي	بۇگىن	تاعى	9
عوي	مەندە	بىر	10
عوي	مەندە	سول	7
عوي	مەندە	ەندى	11
عوي	مەندە	ساعان	11
عوي	سودان	مەن	14
عوي	سودان	ايتىپ	13
عوي	سودان	كەيىن	5
عوي	سودان	بەرى	15
عوي	سودان	ايتقانىم	13
عوي	ماعان	بىر	10
عوي	ماعان	سەن	11
عوي	ماعان	نەگە	9
عوي	ماعان	قاراعاندا	8
عوي	بارى	جاقسى	5
عوي	بارى	بىر	6
عوي	ەكى	ادام	16
عوي	ەكى	اي	17
عوي	ەكى	كۇن	8
عوي	ەكى	ۇش	8
عوي	ەكى	جۇز	18
عوي	ەكى	جىل	17
عوي	ەكى	رەت	18
عوي	مەنى	جاقسى	10
عوي	مەنى	بىر	9
عوي	مەنى	نەگە	9
عوي	مەنى	تاستاپ	10
عوي	مەنىڭ	جانىم	4
عوي	مەنىڭ	جۇرەگىم	7
عوي	قاي	كۇنى	4
عوي	قاي	جەردە	11
عوي	قاي	جەردەن	15
عوي	قاي	ۋاقىتتا	15
عوي	بولادى	ەكەن	1
عوي	نەگە	سويلەمەيسىڭ	1
عوي	ول	بىر	15
عوي	ول	نە	19
عوي	ول	قالاي	18
عوي	ول	كۇنى	17
عوي	ول	كەزدە	8
عوي	ول	بالا	24
عوي	ول	جەردە	20
عوي	ول	كىسى	12
عوي	ول	كسى	17
عوي	ول	جاعىن	17
عوي	قايدا	جۇرسىڭ	4
عوي	قايدا	بارادى	6
عوي	سەنى	جانىم	11
عوي	سەنى	جاقسى	9
عوي	سەنى	ويلاپ	11
عوي	سەنى	ساعىنىپ	13
عوي	سەنى	توسىپ	11
عوي	ساعان	جانىم	10
عوي	ساعان	مەن	12
عوي	ساعان	بىر	15
عوي	ساعان	نە	11
عوي	ساعان	ەندى	15
عوي	ساعان	دەگەن	15
عوي	ساعان	قاراپ	14
عوي	وسى	سەن	18
عوي	وسى	كەزدە	5
عوي	وسى	جەردە	14
عوي	وسى	جولى	8
عوي	جارايدى	جاقسى	1
عوي	تاماق	ىشىپ	10
عوي	تاماق	ءىشىپ	5
عوي	تاماق	جاساپ	11
عوي	دەيدى	عوي	4
عوي	دەيدى	سودان	7
عوي	ۇيگە	كەلىپ	4
عوي	ۇيگە	بارىپ	6
عوي	تەلەفون	ۇرىپ	8
عوي	تەلەفون	سوعىپ	7
عوي	تەلەفون	ۇرسام	8
عوي	اي	سايىن	1
عوي	كۇن	سۋىق	1
عوي	دوسىم	اۋ	1
عوي	كىم	بار	11
عوي	كىم	بىلەدى	2
عوي	امان	بولسىن	6
عوي	امان	ەسەن	4
عوي	امانشىلىق	بولسا	1
عوي	تاڭ	اتقانشا	1
عوي	اق	جول	1
عوي	اقشا	جوق	2
عوي	اقشا	تاۋىپ	10
عوي	يە	جانىم	1
عوي	ونى	ايتتىڭ	1
عوي	بىراق	مەن	7
عوي	بىراق	سول	8
عوي	بىراق	سەن	8
عوي	ۇزىڭ	نەعىپ	6
عوي	ۇزىڭ	بىل	11
عوي	ۇزىڭ	بىلەسىڭ	8
عوي	قاشان	كەلەدى	10
عوي	قاشان	بولسادا	7
عوي	قاشان	كەلەسىڭ	7
عوي	قاربالاس	بولىپ	3
عوي	قاربالاس	پا	10
عوي	قويشى	بولدى	1
عوي	تاعى	بىر	1
عوي	كوپ	بولدى	1
عوي	تاڭەرتەڭ	ەرتە	1
عوي	قۇتتى	بولسىن	1
عوي	بىراز	كۇن	10
عوي	بىراز	تۇرىپ	10
عوي	بىراز	ۋاقىت	8
عوي	بىراز	كۇننەن	11
عوي	مىنا	جەردە	6
عوي	مىنا	كىسى	4
عوي	نەدەگەن	جاقسى	6
عوي	نەدەگەن	تەز	5
عوي	قانداي	ەكەن	5
عوي	قانداي	ادام	6
عوي	شاي	ىشىپ	4
عوي	شاي	ءىشىپ	6
عوي	باس	امان	1
عوي	باسقا	نە	9
عوي	باسقا	ادام	11
عوي	باسقا	ەشتەڭە	13
عوي	باسقا	بىرەۋ	10
عوي	باسقا	ويىم	12
عوي	راس	ايتام	1
عوي	از	بولسادا	1
عوي	كەشە	بىر	6
عوي	كەشە	كەشتە	5
عوي	قايتا	قايتا	1
عوي	انا	كۇنى	7
عوي	انا	كىسى	4
عوي	ۇيقتاپ	قالدىڭبا	5
عوي	ۇيقتاپ	قالىپپىن	6
عوي	جول	بولسىن	1
عوي	ۇش	كۇن	2
عوي	ۇش	تۇرت	10
عوي	سوندا	مەن	5
عوي	سوندا	نە	10
عوي	سوندا	سەن	10
عوي	جۇمىس	جوق	8
عوي	جۇمىس	ىستەپ	3
عوي	وزىڭ	نەعىپ	6
عوي	وزىڭ	بىلەسىڭ	4
عوي	ايتەۋ	مەن	8
عوي	ايتەۋ	بىر	3
عوي	تەز	جازىلىپ	1
عوي	تۇن	تىنىشتىعىن	1
عوي	وعان	بولا	12
عوي	وعان	نەگە	13
عوي	وعان	امال	12
عوي	وعان	قاراعاندا	5
عوي	سونى	الىپ	9
عوي	سونى	ايتىپ	6
عوي	سونى	ايتام	8
عوي	سەندە	بىر	1
عوي	بارا	المايمىن	1
عوي	ۇيات	بولدى	4
عوي	ۇيات	قوي	14
عوي	ۇيات	بولادى	14
عوي	ۇيات	اي	16
عوي	ۇيات	ەمەسپە	15
عوي	قيىن	بولدى	1
عوي	دۇرىس	ايتاسىڭ	1
عوي	ايتا	بەر	1
عوي	دەيمىن	عوي	23
عوي	دەيمىن	جانىم	12
عوي	دەيمىن	مەن	24
عوي	دەيمىن	دەپ	29
عوي	دەيمىن	جوق	49
عوي	دەيمىن	بىر	27
عوي	دەيمىن	سول	32
عوي	دەيمىن	سەن	36
عوي	دەيمىن	ەندى	40
عوي	دەيمىن	يا	8
عوي	دەيمىن	ەرتەڭ	35
عوي	دەيمىن	بۇگىن	35
عوي	دەيمىن	مەندە	48
عوي	دەيمىن	سودان	48
عوي	دەيمىن	ماعان	45
عوي	دەيمىن	ەكى	49
عوي	دەيمىن	ول	45
عوي	دەيمىن	سەنى	47
عوي	دەيمىن	ساعان	46
عوي	دەيمىن	وسى	14
عوي	دەيمىن	دەيدى	42
عوي	دەيمىن	دوسىم	50
عوي	دەيمىن	يە	27
عوي	دەيمىن	ايتەۋ	31
عوي	دەيمىن	اسىلى	31
عوي	دەيمىن	ءاسىلى	42
عوي	ۋاقىت	جوق	1
عوي	ەشتەڭە	جوق	12
عوي	ەشتەڭە	ەتپەيدى	2
عوي	ۇلكەن	كىسى	5
عوي	ۇلكەن	كىسىلەر	5
عوي	اس	بولسىن	1
عوي	بۇل	قالاي	6
عوي	بۇل	جەردە	5
عوي	ودا	نە	3
عوي	ودا	تۇرعان	8
عوي	ودان	كەيىن	6
عوي	ودان	بەرى	11
عوي	ودان	باسقا	13
عوي	ودان	ارتىق	11
عوي	قىز	بالا	1
عوي	جامان	قىز	1
عوي	قايدان	بىلەيىن	1
عوي	توي	جاساپ	1
عوي	جاي	بولىپ	1
عوي	اينالايىن	جانىم	7
عوي	اينالايىن	سول	11
عوي	اينالايىن	تاتتىم	10
عوي	اينالايىن	التىنىم	12
عوي	شارشاپ	كەتتىم	1
عوي	شىن	بولسا	1
عوي	تۇستەن	كەيىن	1
عوي	امال	جوق	2
عوي	امال	نە	20
عوي	امال	قانشا	15
عوي	اڭگىمە	ايتىپ	1
عوي	قايسى	كۇنى	1
عوي	دەدىم	عوي	1
عوي	جاس	بالا	1
عوي	تاتتى	قىز	1
عوي	تاتتىم	سول	6
عوي	تاتتىم	مەنىڭ	5
عوي	قاتە	جازىپ	9
عوي	قاتە	تۇسىنىپ	3
عوي	ساعىنىپ	كەتتىم	1
عوي	قالىڭ	كيىنىپ	1
عوي	قايتەم	ەندى	2
عوي	قايتەم	دەشى	10
عوي	دەن	ساۋ	1
عوي	ەرتەرەك	دەمال	1
عوي	باسىم	اۋىرىپ	4
عوي	باسىم	بوس	8
عوي	ونىڭ	نە	12
عوي	ونىڭ	ۇستىنە	2
عوي	نەشە	كۇن	6
عوي	نەشە	جىل	10
عوي	نەشە	رەت	11
عوي	نەشە	كۇننەن	12
عوي	وڭاي	ەمەس	1
عوي	مەنەن	باسقا	1
عوي	اراق	ىشىپ	1
عوي	جارىم	ساعات	1
عوي	اياق	استىنان	1
عوي	شىركىن	جانىم	9
عوي	شىركىن	اي	3
عوي	بارعان	سوڭ	1
عوي	سەنەن	باسقا	1
عوي	قولايسىز	بولىپ	1
عوي	قالجىڭ	عوي	1
عوي	دەيسىڭ	عوي	6
عوي	دەيسىڭ	جانىم	4
عوي	اقىرىن	اقىرىن	1
عوي	ۇمىتىپ	قالدىڭبا	8
عوي	ۇمىتىپ	قالىپپىن	9
عوي	ۇمىتىپ	كەتىپپىن	7
عوي	كەشكە	دەيىن	1
عوي	رەنجىپ	قالدىڭبا	5
عوي	رەنجىپ	قالما	6
عوي	ايەل	ادام	1
عوي	اناۋ	كۇنى	1
عوي	نەسى	بار	1
عوي	ماس	بولىپ	1
عوي	ۇتىرىك	ايتىپ	1
عوي	وتىرىك	ايتىپ	1
عوي	ەشكىم	جوق	1
عوي	ەلدىڭ	بارى	1
عوي	بىلىپ	تۇرىپ	1
عوي	ەشتەمە	ەتپەيدى	1
عوي	قۇدا	بالا	1
عوي	قۇداي	ساقتاسىن	1
عوي	جاقىن	جەر	4
عوي	جاقىن	جەردە	6
عوي	بىلەسىڭ	عوي	1
عوي	ارى	بەرى	1
عوي	كۇندىز	تۇنى	1
عوي	مۇمكىن	ەمەس	1
عوي	التىنىم	مەنىڭ	1
عوي	رەنجىمە	بولاما	1
عوي	بەت	جوق	1
عوي	بۇدان	كەيىن	1
عوي	اندا	ساندا	3
عوي	اندا	مۇندا	9
عوي	تەزىرەك	ساقايىپ	1
عوي	سەننەن	باسقا	1
عوي	انە	كۇنى	1
عوي	دەگەنىم	عوي	1
عوي	قايتەمىز	ەندى	1
عوي	مەيلى	ەدى	1
عوي	مالعا	قاراپ	1
عوي	وڭباعان	سول	1
عوي	دەيىم	يا	1
عوي	الدىڭعى	جولى	1
عوي	سۇيكىمدى	جانىم	1
عوي	قۇلىنىم	سول	1
عوي	ماۋباس	سول	1
عوي	الاڭسىز	بول	1
عوي	شارشادىڭ	عوي	1
عوي	باعانادان	بەرى	1
عوي	كەشەدەن	بەرى	1
عوي	ساعاندا	وڭاي	1
عوي	انەۋ	كۇنى	1
عوي	دەيسىڭبە	جانىم	1
عوي	تانام	سول	1
جا	بولدى	ەندى	7
جا	بولدى	وندا	4
جان	جان	جان	1
جان	جوق	ەكەن	10
جان	جوق	بولىپ	5
جان	جوق	قوي	9
جان	نەعىپ	جاتىرسىڭ	3
جان	نەعىپ	جاتسىڭ	10
جان	دوسىم	جامۇقا	1
جان	امان	بولسىن	10
جان	امان	بولسا	5
جان	امان	ەسەن	10
جان	امانشىلىق	پا	1
جان	كەرەك	قوي	1
جان	بالا	شاعا	1
جان	ۇيا	مەيىر	1
جان	جۇرەگىم	سول	12
جان	جۇرەگىم	مەنىڭ	3
جان	جۇرەگىم	تاتتىم	14
جان	باعا	الماي	1
جان	جارىم	مەنىڭ	1
جان	باعىپ	جاتىر	10
جان	باعىپ	جۇرمىن	10
جان	باعىپ	جۇرگەن	8
جان	باعىپ	وتىرعان	10
جان	جاقتان	اقشا	1
جان	جاقتى	تازالاپ	1
جان	باعام	دەپ	1
جان	باققان	زامان	1
جان	باعۋ	قيىن	6
جان	باعۋ	ۇشىن	9
جان	باعۋ	وڭاي	8
جان	باعامىز	دەپ	1
جان	اشىر	جاقىن	11
جان	اشىر	جاقىندارىم	2
جان	ۇياڭ	باقىتتى	2
جان	ۇياڭ	باقتتى	13
جان	باعىس	ۇشىن	1
جان	ۇيالارىڭ	باقىتتى	3
جان	ۇيالارىڭ	باقتتى	9
جان	ۇياڭمەن	ماڭگى	9
جان	ۇياڭمەن	باقىتتى	5
جان	ۇياڭمەن	باقتتى	11
جان	تاپتىرماي	جاتىر	1
جانى	جانناتتا	بولسىن	5
جانى	جانناتتا	توپىراعى	6
جانى	جانناتتا	يمانى	28
جانى	جاناتتا	بولسىن	4
جانى	جاناتتا	توپىراعى	7
جانى	اشىمايدى	ەكەن	1
جانى	اشيتىن	ادام	1
جانىم	جانىم	جانىم	2
جانىم	جانىم	دەپ	64
جانىم	جانىم	سول	18
جانىم	جانىم	راحىمەت	94
جانىم	جانىم	مەنىڭ	24
جانىم	جانىم	اينالايىن	48
جانىم	جانىم	جۇرەگىم	56
جانىم	جانىم	تاتتىم	90
جانىم	جانىم	وقاسى	92
جانىم	سالەم	قابىل	1
جانىم	مەن	عوي	42
جانىم	مەن	بىر	22
جانىم	مەن	سول	31
جانىم	مەن	بار	26
جانىم	مەن	سەن	38
جانىم	مەن	ەندى	17
جانىم	مەن	كەلىپ	38
جانىم	مەن	ەرتەڭ	39
جانىم	مەن	بۇگىن	33
جانىم	مەن	سەنى	12
جانىم	مەن	ساعان	16
جانىم	مەن	تاماق	28
جانىم	مەن	ۇيدە	40
جانىم	مەن	ۇيگە	20
جانىم	مەن	قاربالاس	30
جانىم	مەن	بىراز	32
جانىم	مەن	سەنىڭ	33
جانىم	مەن	ازىر	36
جانىم	مەن	ۇيقتاپ	38
جانىم	مەن	كەتتىم	49
جانىم	مەن	قاتتى	46
جانىم	مەن	جاڭە	51
جانىم	مەن	ۇشىن	18
جانىم	مەن	ماڭگى	51
جانىم	مەن	ونداي	42
جانىم	مەن	دەم	45
جانىم	مەن	بارمىن	30
جانىم	مەن	سەنەن	45
جانىم	مەن	دەسەڭ	51
جانىم	مەن	جۇمىسقا	49
جانىم	مەن	ۇيقتادىم	18
جانىم	مەن	جاتتىم	48
جانىم	مەن	ۇيىقتادىم	36
جانىم	مەن	دەمالدىم	28
جانىم	مەن	بارعانشا	51
جانىم	دەپ	بىر	18
جانىم	دەپ	جاتىر	18
جانىم	دەپ	قوي	19
جانىم	دەپ	نەگە	16
جانىم	دەپ	ايت	17
جانىم	دەپ	ايتىپ	13
جانىم	دەپ	قويشى	14
جانىم	دەپ	ايتا	15
جانىم	دەپ	ايتشى	14
جانىم	دەپ	جازىپ	16
جانىم	دەپ	ايتپا	15
جانىم	جوق	بولىپ	2
جانىم	جوق	بولسا	17
جانىم	جوق	بوپ	18
جانىم	جوق	بولدىڭ	16
جانىم	جاقسى	عوي	55
جانىم	جاقسى	بولدى	25
جانىم	جاقسى	ەكەن	54
جانىم	جاقسى	بولىپ	20
جانىم	جاقسى	امانشىلىق	23
جانىم	جاقسى	ۇزىڭ	47
جانىم	جاقسى	ۇيقتا	38
جانىم	جاقسى	ۇيقتاپ	34
جانىم	جاقسى	بوپ	55
جانىم	جاقسى	تۇس	7
جانىم	جاقسى	جاتىپ	17
جانىم	جاقسى	بولىپتى	16
جانىم	جاقسى	ويناپ	36
جانىم	جاقسى	بولساڭ	50
جانىم	جاقسى	بوپتى	41
جانىم	جاقسى	دەم	30
جانىم	جاقسى	دەمال	13
جانىم	جاقسى	دەمالىپ	54
جانىم	جاقسى	بولپتى	19
جانىم	جاقسى	ۇيقتاي	48
جانىم	جاقسى	تۇسكۇر	46
جانىم	بولدى	ەندى	4
جانىم	بولدى	وندا	6
جانىم	بىر	ەكى	14
جانىم	بىر	كۇن	14
جانىم	بىر	كۇنى	14
جانىم	بىر	جول	14
جانىم	بىر	تۇرلى	9
جانىم	بىر	اۋىز	11
جانىم	بىر	جونى	19
جانىم	بىر	بىرىمىزدى	19
جانىم	سول	عوي	61
جانىم	سول	جانىم	18
جانىم	سول	مەن	36
جانىم	سول	دەپ	73
جانىم	سول	جوق	91
جانىم	سول	جاقسى	40
جانىم	سول	بولدى	70
جانىم	سول	بىر	58
جانىم	سول	سول	57
جانىم	سول	نە	68
جانىم	سول	نەعىپ	46
جانىم	سول	بار	94
جانىم	سول	سەن	40
جانىم	سول	ەندى	53
جانىم	سول	راحىمەت	35
جانىم	سول	ماقۇل	53
جانىم	سول	الى	91
جانىم	سول	وندا	58
جانىم	سول	كەلىپ	88
جانىم	سول	يا	78
جانىم	سول	ەرتە	93
جانىم	سول	ەرتەڭ	65
جانىم	سول	بۇگىن	66
جانىم	سول	مەندە	35
جانىم	سول	سودان	88
جانىم	سول	ماعان	63
جانىم	سول	بارى	84
جانىم	سول	بارىپ	84
جانىم	سول	ەكى	91
جانىم	سول	مەنى	56
جانىم	سول	مەنىڭ	9
جانىم	سول	قايىرلى	82
جانىم	سول	بولادى	90
جانىم	سول	نەگە	76
جانىم	سول	ول	81
جانىم	سول	قايدا	79
جانىم	سول	سەنى	27
جانىم	سول	ساعان	55
جانىم	سول	وسى	67
جانىم	سول	جارايدى	84
جانىم	سول	تاماق	72
جانىم	سول	ۇيدە	85
جانىم	سول	ۇيگە	77
جانىم	سول	تەلەفون	94
جانىم	سول	بىرگە	69
جانىم	سول	كۇن	89
جانىم	سول	امان	62
جانىم	سول	امانشىلىق	94
جانىم	سول	اق	76
جانىم	سول	كۇنى	83
جانىم	سول	ونى	81
جانىم	سول	ۇزىڭ	69
جانىم	سول	قاشان	72
جانىم	سول	قاربالاس	76
جانىم	سول	تاعى	89
جانىم	سول	كوپ	89
جانىم	سول	تاڭەرتەڭ	92
جانىم	سول	بىراز	84
جانىم	سول	نەدەگەن	74
جانىم	سول	قانداي	85
جانىم	سول	شاي	86
جانىم	سول	امانسىڭبا	92
جانىم	سول	سەنىڭ	68
جانىم	سول	كەشتە	89
جانىم	سول	بولاما	85
جانىم	سول	راس	75
جانىم	سول	از	91
جانىم	سول	ازىر	89
جانىم	سول	كەشە	86
جانىم	سول	ۇيقتاپ	82
جانىم	سول	قايتىپ	93
جانىم	سول	جول	86
جانىم	سول	وزىڭ	90
جانىم	سول	ايتەۋ	79
جانىم	سول	تەز	86
جانىم	سول	كوڭىلدى	93
جانىم	سول	تۇن	80
جانىم	سول	تۇندە	80
جانىم	سول	كەزدە	58
جانىم	سول	سەندە	72
جانىم	سول	ايتقانىڭ	64
جانىم	سول	قاتتى	67
جانىم	سول	قيىن	86
جانىم	سول	دۇرىس	91
جانىم	سول	قارا	83
جانىم	سول	ەشتەڭە	91
جانىم	سول	اس	63
جانىم	سول	كەرەمەت	85
جانىم	سول	كۇپ	91
جانىم	سول	جامان	93
جانىم	سول	اينالايىن	39
جانىم	سول	ۇشىن	74
جانىم	سول	تۋىلعان	90
جانىم	سول	شارشاپ	67
جانىم	سول	شىن	95
جانىم	سول	ايتىڭ	95
جانىم	سول	جۇرەگىم	38
جانىم	سول	امال	91
جانىم	سول	باعانا	87
جانىم	سول	ەكەمىز	91
جانىم	سول	تاتتى	75
جانىم	سول	تاتتىم	14
جانىم	سول	ماڭگى	54
جانىم	سول	ساعىنىپ	41
جانىم	سول	قايتەم	85
